6,49,43,13,2
5,21,44,46,31
3,47,48,3,0
15,3,1,44,50
12,40,25,10,20
14,40,34,19,50
6,3,12,22,27
15,1,32,40,28
9,11,23,21,20
12,11,6,5,23
5,28,37,39,4
11,37,10,19,38
20,21,48,47,4
20,7,41,41,17
19,13,50,5,46
3,17,14,9,10
6,8,38,9,18
16,21,49,19,23
8,18,30,18,26
14,3,28,1,32
5,2,47,43,41
2,40,37,13,50
10,20,11,26,34
13,34,34,50,23
19,40,13,40,4
3,44,37,11,50
19,37,29,12,14
8,9,28,21,39
4,32,38,0,23
2,49,27,38,43
17,4,2,39,27
15,42,20,37,6
6,10,35,16,17
20,43,29,34,4
12,30,0,28,49
4,18,14,15,36
16,12,9,21,28
18,33,3,35,35
3,19,39,38,34
5,5,11,27,44
3,35,36,15,8
15,2,7,23,16
17,32,0,44,22
7,13,3,26,23
9,29,45,17,0
16,41,36,1,48
7,33,35,14,29
19,43,20,37,37
2,43,0,43,48
2,32,2,2,30
6,50,42,44,21
0,5,42,1,50
18,20,38,15,31
16,35,5,21,38
18,0,34,38,30
9,30,44,27,30
2,7,49,20,26
9,6,12,3,2
16,28,26,3,49
11,34,11,15,35
18,21,25,38,12
5,6,33,3,3
9,37,47,33,9
11,15,49,15,16
9,29,44,44,44
15,45,20,1,44
15,1,47,6,1
15,23,12,28,27
7,36,11,28,49
1,20,39,27,15
15,41,49,48,30
16,30,4,42,43
17,2,15,21,10
18,33,7,9,34
11,48,14,30,50
12,9,12,30,37
15,20,26,34,32
15,25,50,33,46
5,34,48,38,23
20,3,11,4,24
5,49,6,18,46
10,23,38,49,16
19,39,14,50,3
16,14,12,15,7
18,27,11,42,35
8,13,9,11,33
3,4,14,6,38
14,37,47,39,5
13,46,29,19,46
9,20,17,6,15
15,39,22,7,21
20,29,27,34,36
2,2,37,23,22
18,0,44,15,5
19,44,12,13,17
12,33,30,28,15
2,28,8,18,46
4,43,43,31,13
2,49,3,33,14
8,14,16,27,1
20,34,50,4,47
16,24,41,8,46
4,25,49,49,23
17,30,31,35,13
15,1,20,45,43
9,29,26,16,20
15,21,14,10,13
11,11,46,36,14
20,42,22,1,38
4,47,6,18,21
12,14,37,1,31
17,26,40,28,42
1,38,2,15,6
18,39,47,9,13
6,21,35,2,19
10,12,48,32,36
4,17,42,19,50
20,4,24,33,35
7,6,33,37,10
0,48,8,29,9
12,38,9,48,2
8,27,25,48,44
10,37,47,8,21
9,35,21,42,34
15,15,6,17,33
10,46,49,29,49
17,13,7,29,45
7,27,14,9,13
20,25,32,30,20
18,21,38,26,11
3,3,5,29,34
5,10,39,50,32
5,14,33,12,12
14,1,36,43,29
16,4,11,46,11
12,9,25,22,31
9,50,50,17,29
15,48,14,21,13
8,43,32,10,45
6,29,44,29,28
15,9,27,14,7
4,26,37,9,32
9,29,39,6,24
3,43,32,18,35
11,18,24,15,14
7,13,12,37,15
8,9,6,45,6
16,10,29,31,24
4,2,21,26,34
19,22,0,47,5
5,44,50,19,43
20,41,12,29,19
9,28,0,50,21
16,27,7,26,10
5,11,12,12,26
2,29,42,50,31
14,12,15,10,6
12,20,32,16,21
9,18,19,35,10
8,40,44,5,25
10,8,11,28,50
3,25,37,32,15
1,40,35,32,4
4,32,38,9,8
16,1,3,9,23
1,13,37,49,37
12,3,41,24,2
3,10,36,20,9
12,9,1,36,9
6,32,40,32,10
2,45,23,5,23
3,31,22,32,19
18,2,41,7,37
14,2,34,18,49
0,21,11,15,1
9,16,2,49,25
5,25,20,10,18
15,9,50,1,25
17,38,28,32,1
13,27,0,7,4
2,27,11,46,41
20,10,24,6,33
5,24,10,6,24
11,25,44,40,8
6,6,48,50,34
7,3,29,42,25
0,47,4,47,32
13,26,16,20,7
6,17,27,26,48
5,42,5,4,35
18,14,24,40,2
19,21,42,33,42
8,40,43,31,32
5,1,7,7,38
5,43,13,40,36
9,40,5,38,39
12,40,24,18,29
16,15,50,34,35
11,1,42,45,13
17,36,47,35,46
14,11,28,24,25
2,27,22,4,16
9,11,14,36,5
12,19,31,14,37
14,39,1,38,7
18,4,34,48,17
0,41,47,19,19
18,41,24,0,47
7,42,47,4,36
2,20,26,11,18
14,3,2,39,21
5,23,10,33,4
0,21,11,15,39
17,27,14,18,48
16,46,50,5,15
20,24,13,43,27
19,50,48,39,31
0,33,16,6,9
18,16,37,3,38
7,14,46,33,10
2,1,1,22,44
3,45,41,50,29
7,30,22,48,12
9,20,10,4,42
6,32,17,25,13
3,41,7,21,41
11,11,25,9,10
5,39,5,34,36
10,10,1,5,31
20,28,2,13,50
8,48,18,28,40
5,9,14,47,50
12,50,2,45,34
20,35,9,0,50
2,38,7,15,9
9,41,27,11,19
18,10,31,7,32
4,16,16,27,9
4,16,21,4,20
20,28,34,24,22
12,14,23,31,11
10,7,33,5,2
5,8,12,18,11
15,25,26,18,10
12,38,29,6,39
6,31,24,44,49
2,36,28,33,37
10,29,48,15,15
6,8,15,4,6
3,21,36,42,6
3,30,25,22,22
16,17,45,26,2
2,14,49,24,5
16,36,17,31,34
0,39,31,45,11
12,21,20,37,3
17,13,36,15,0
4,11,15,50,21
6,38,29,18,24
11,6,24,38,50
4,3,45,0,30
8,22,3,46,48
10,3,35,0,25
8,39,49,50,23
4,22,39,36,43
6,20,44,17,49
10,48,38,15,2
14,13,49,40,6
19,36,14,46,3
19,17,10,22,32
20,8,13,45,5
0,16,27,50,33
18,2,13,37,49
9,16,37,17,12
10,42,41,26,45
11,26,46,31,43
17,2,29,15,3
14,34,35,24,44
14,21,46,36,33
11,15,21,49,42
18,27,48,17,27
10,26,44,42,22
16,32,48,17,21
9,46,46,37,24
16,36,28,28,14
9,31,33,16,31
20,48,6,38,5
13,49,44,21,11
16,23,17,27,5
16,43,26,32,38
13,33,38,46,19
18,2,33,20,3
19,12,40,3,27
2,39,50,24,50
18,37,19,6,18
3,46,2,13,8
15,31,6,10,25
13,10,44,42,39
6,2,26,44,44
18,26,20,49,28
10,38,42,9,28
3,18,12,32,43
10,34,2,32,26
10,40,29,36,41
2,23,15,9,7
5,23,47,45,17
13,7,33,1,16
18,19,15,14,43
20,0,2,36,38
0,49,25,36,35
17,40,8,25,5
0,40,48,13,42
3,22,31,35,9
5,19,20,20,34
8,18,14,12,10
10,31,29,11,19
0,31,39,1,4
1,1,1,8,39
10,50,27,7,40
15,25,28,7,7
11,10,14,6,22
18,19,0,25,22
7,40,44,30,28
13,15,29,35,4
4,43,46,7,30
16,43,47,0,37
17,48,22,25,38
4,46,14,18,7
10,23,35,1,20
0,21,2,17,19
3,30,45,33,30
7,34,15,23,18
8,43,25,31,24
17,43,45,11,45
5,23,22,4,38
1,6,41,6,30
2,49,2,10,7
17,20,38,44,15
15,9,11,29,49
10,46,4,19,49
6,40,45,41,16
14,26,7,35,48
6,19,46,31,14
9,28,41,13,12
2,10,20,30,25
9,47,13,5,18
18,1,48,43,29
1,39,25,5,18
16,39,37,19,44
8,12,4,17,10
9,12,26,32,28
9,24,37,32,29
7,41,20,0,37
17,39,45,34,28
17,26,7,36,48
6,33,50,6,3
11,27,16,3,2
12,39,46,19,41
18,15,31,39,41
15,46,49,19,22
3,18,8,23,21
6,13,16,10,46
18,28,38,44,13
4,35,22,12,17
11,21,45,21,12
9,39,48,28,43
7,33,37,35,28
13,9,48,24,38
16,50,37,41,16
2,46,15,5,26
12,6,50,1,50
11,17,30,18,42
11,47,11,46,25
19,29,47,46,43
0,50,30,1,29
8,40,18,44,33
4,43,35,16,5
15,48,32,44,6
11,49,42,21,50
18,36,6,30,5
20,34,21,5,0
4,22,34,41,20
8,12,7,46,23
15,23,40,37,46
14,8,13,0,12
11,45,8,9,49
16,20,12,44,12
2,46,35,12,14
5,49,2,23,35
0,21,29,41,44
14,32,33,38,29
18,19,28,5,25
13,31,34,6,35
19,27,40,34,0
17,33,7,6,27
5,17,36,19,25
11,29,21,5,35
19,31,10,18,36
1,10,15,20,23
4,50,7,4,23
19,34,11,33,28
6,31,10,23,9
20,12,18,1,42
3,1,45,7,24
12,30,32,13,23
6,9,41,50,44
13,49,39,11,41
4,6,4,16,13
12,19,8,4,12
1,25,26,37,23
18,44,14,2,37
4,5,21,21,15
8,7,38,5,50
15,4,31,43,8
10,29,9,27,23
12,45,30,28,44
10,18,11,8,2
3,6,34,17,32
8,39,1,42,31
14,5,13,1,37
15,47,27,36,34
10,38,49,45,27
19,45,45,23,3
10,31,35,33,15
10,5,49,13,47
13,6,22,22,39
14,14,20,5,11
10,35,27,18,2
4,18,2,22,28
17,30,21,4,19
20,34,9,11,11
15,18,10,8,30
1,10,3,29,34
10,30,21,29,43
3,11,25,24,30
8,45,25,20,32
13,44,45,8,33
4,18,20,32,23
20,11,43,13,22
0,40,1,31,45
10,39,48,50,20
13,19,30,24,34
16,48,45,21,29
18,21,30,2,46
19,32,25,38,14
11,36,2,32,26
14,29,8,20,30
5,13,21,41,5
15,50,10,16,38
5,17,35,30,3
13,31,30,10,47
5,3,11,35,20
2,10,43,7,33
3,4,16,7,33
6,36,13,7,18
5,6,11,44,18
19,39,6,50,14
19,15,36,28,35
12,28,28,5,14
4,47,40,11,38
16,16,35,24,14
5,9,22,8,28
18,28,20,17,26
18,20,47,4,36
7,31,29,17,7
20,29,24,14,40
18,32,39,40,11
9,21,42,15,25
17,23,42,45,41
13,24,10,34,28
15,10,42,40,50
10,48,28,6,27
17,11,15,44,34
16,23,33,7,15
15,0,23,4,2
16,11,7,43,37
2,14,20,3,20
7,37,45,31,45
4,39,4,33,19
18,30,45,37,33
8,26,24,24,17
5,23,41,33,6
4,12,36,4,39
2,42,32,7,12
9,23,31,6,49
11,34,37,25,28
4,26,47,50,19
2,31,5,10,27
8,34,10,23,46
11,31,6,44,42
5,28,28,19,45
3,29,12,25,45
4,38,1,9,24
2,12,43,34,27
3,16,3,39,31
9,20,5,28,11
6,18,47,42,14
17,18,23,33,35
20,21,5,39,31
15,8,30,50,21
7,8,14,11,47
9,21,14,4,34
2,47,32,19,25
5,47,1,7,13
1,15,47,2,2
8,7,35,43,42
2,38,16,7,10
10,44,32,46,33
1,4,10,17,25
3,31,17,2,15
13,45,7,47,49
12,50,37,22,13
17,31,49,45,18
3,2,5,7,49
5,8,5,31,7
9,35,36,35,3
2,47,6,38,50
15,1,23,19,15
11,15,46,7,29
20,3,22,19,11
11,45,42,31,9
4,30,9,14,11
0,18,2,47,14
18,5,8,38,49
15,11,44,33,39
10,35,9,15,27
2,5,20,36,7
18,45,11,24,5
19,4,4,11,41
10,21,2,21,24
7,17,24,17,4
13,0,30,45,1
14,8,36,7,46
3,22,45,41,38
17,26,19,30,50
13,12,29,17,4
12,24,50,16,17
1,45,44,36,44
14,30,4,46,19
13,13,46,40,14
20,42,48,2,37
20,11,36,3,33
2,49,26,11,2
6,39,21,1,8
5,13,10,34,10
12,7,19,9,23
14,19,40,30,32
2,19,40,32,39
8,48,36,6,45
0,37,8,47,43
17,16,23,20,19
0,38,31,50,10
10,27,50,14,44
19,29,42,25,21
11,3,8,1,23
10,46,32,30,31
15,41,36,14,28
13,6,7,38,30
8,44,19,36,43
12,13,18,18,37
10,45,34,38,12
14,39,30,37,30
2,4,11,5,2
12,46,45,41,11
9,27,46,17,32
12,39,46,46,40
1,16,9,13,34
0,44,13,23,33
20,25,3,1,35
5,45,11,11,30
8,8,27,5,41
11,3,14,48,6
13,10,4,40,30
17,24,37,42,9
6,4,32,44,12
16,7,47,36,30
12,30,20,43,37
11,36,45,40,8
13,17,36,35,14
10,21,35,50,5
10,39,45,4,17
8,37,8,1,22
6,42,48,6,50
20,28,26,35,40
7,39,21,48,28
17,2,20,4,13
9,43,18,45,6
14,9,38,5,13
13,27,29,27,32
12,33,23,13,31
19,46,21,3,2
18,35,24,27,14
9,24,43,10,46
17,16,25,1,40
2,45,0,7,7
5,21,13,1,47
18,17,18,13,26
9,49,16,13,43
1,48,48,20,30
8,23,6,48,20
6,11,14,3,25
1,8,25,28,5
3,12,9,40,50
20,41,1,39,23
18,50,36,38,18
3,25,4,43,21
8,49,7,27,14
16,36,12,23,30
2,26,33,9,26
18,50,30,42,13
11,49,48,1,21
1,4,17,11,2
3,34,45,47,10
12,17,29,12,25
4,3,27,30,35
6,33,32,38,39
11,15,3,35,25
11,46,23,10,32
15,8,29,5,44
13,5,22,6,2
20,45,43,33,10
14,6,22,21,7
2,7,1,1,39
0,31,36,15,28
17,31,18,1,41
10,4,38,45,26
8,18,45,16,48
0,18,31,39,24
8,20,35,28,21
2,40,5,48,23
16,50,23,42,40
14,1,37,24,38
12,6,36,9,43
2,13,15,46,8
13,40,27,1,42
17,45,10,33,36
13,23,48,22,0
1,2,47,32,48
18,44,12,9,20
8,29,28,1,20
8,45,15,16,47
8,38,2,37,41
19,17,3,47,1
7,15,49,27,46
8,1,45,31,28
14,30,49,17,32
20,34,31,3,50
12,37,47,1,11
0,25,35,14,36
0,8,40,50,33
11,9,37,48,10
13,22,37,24,1
8,39,37,48,10
13,34,26,18,16
2,35,37,36,20
17,31,21,19,27
3,23,31,23,30
6,35,12,47,22
14,22,16,44,20
6,12,26,28,4
11,41,38,23,17
1,27,15,28,24
20,25,15,31,8
17,42,9,45,47
4,4,26,17,28
5,50,20,50,1
0,43,3,47,50
6,22,47,32,13
17,12,10,2,42
15,40,23,24,39
5,31,21,22,42
17,2,14,11,46
10,18,31,15,41
5,37,0,10,25
11,24,40,40,39
3,47,7,28,18
2,14,48,46,46
18,41,12,36,31
12,23,25,10,41
16,48,7,50,8
13,14,1,39,28
0,31,18,17,14
1,15,45,42,12
20,18,12,47,2
13,37,23,39,39
14,17,46,2,21
3,34,46,2,28
4,35,49,5,3
13,35,11,16,12
15,23,47,8,20
8,18,46,14,27
19,8,5,23,14
20,7,43,25,22
15,18,4,1,49
12,49,37,34,50
3,13,40,12,11
13,43,19,34,36
19,15,46,22,12
1,49,30,4,24
12,8,20,16,47
18,39,41,7,31
20,50,15,40,48
5,26,46,25,48
17,49,29,24,15
19,16,21,29,31
0,42,11,43,14
6,7,14,38,27
1,50,13,25,2
11,36,15,34,45
18,47,5,36,34
20,23,46,45,3
7,48,36,21,23
0,18,26,1,16
0,28,12,34,49
5,25,30,39,21
15,37,14,23,27
20,12,21,19,18
15,28,18,6,23
0,4,26,40,12
18,30,24,35,0
10,8,50,18,6
10,14,17,12,35
20,18,39,45,0
5,13,41,47,3
7,39,11,25,41
17,5,26,20,21
7,19,7,38,14
18,11,35,0,26
4,11,22,28,26
16,35,24,26,22
19,24,15,29,37
11,42,36,16,25
9,38,8,38,3
8,11,42,43,25
9,5,13,1,36
2,42,42,8,49
2,13,9,7,18
5,31,3,31,30
18,19,45,24,16
17,6,38,4,10
13,45,27,43,32
19,46,44,30,41
12,49,26,5,8
5,15,11,50,6
12,39,25,42,35
20,19,34,31,32
1,31,1,37,32
18,39,11,18,7
11,47,1,32,42
9,22,19,10,13
4,16,43,43,32
9,44,37,28,40
13,9,13,24,30
11,22,20,45,31
7,4,29,36,35
17,5,36,5,33
18,27,37,21,33
16,23,41,2,5
7,41,0,48,1
0,18,36,16,48
7,47,5,18,24
1,2,40,45,43
19,30,13,37,35
12,25,17,21,23
6,44,11,5,28
2,13,11,35,19
0,42,21,22,4
2,3,10,5,39
0,39,16,46,15
10,22,42,37,14
13,40,15,30,32
10,22,15,20,34
2,40,29,7,18
11,48,49,3,22
3,23,36,5,49
2,21,29,0,30
15,25,34,6,9
15,14,34,10,50
11,9,25,31,18
2,23,22,24,21
14,21,16,32,22
12,13,48,24,17
10,41,0,39,42
6,48,35,48,49
20,14,33,6,15
5,16,46,38,32
1,9,15,2,47
0,3,14,13,43
17,48,6,24,35
11,1,34,43,37
3,22,4,28,26
1,40,33,28,30
13,27,39,13,18
6,13,35,45,3
4,14,37,15,50
20,34,31,44,26
12,1,42,30,3
13,24,18,25,8
3,39,37,2,43
16,48,48,40,27
2,39,14,50,1
2,33,35,3,9
7,41,27,42,6
19,22,14,44,44
11,5,2,5,35
15,15,8,49,31
16,34,15,43,27
20,0,10,18,47
20,4,14,48,4
6,45,28,33,47
14,42,14,1,3
15,9,34,22,1
18,19,25,5,3
20,36,40,0,41
8,47,25,22,30
3,18,47,18,41
5,23,40,33,8
20,15,18,1,47
9,0,8,10,11
1,50,32,35,9
18,28,30,48,34
15,9,31,6,29
1,17,17,24,18
1,3,1,15,8
18,21,30,35,46
3,30,26,6,13
15,6,19,46,18
4,37,24,11,19
10,48,21,45,50
7,25,33,15,13
9,21,44,9,25
3,16,44,14,34
17,40,50,44,48
8,7,29,17,28
13,44,36,41,30
15,19,4,46,24
13,50,5,27,0
11,39,1,22,35
14,29,38,31,34
4,38,1,18,41
14,17,46,33,33
0,32,26,22,2
5,3,22,46,20
2,17,29,32,40
